leadid,subject,firstname,lastname,jobtitle,companyname,emailaddress1,telephone1,leadsourcecode,revenue,leadqualitycode,cr487_organizationtype,createdon,modifiedon,industrycode,numberofemployees,action_sequence,activities,last_action_date,statuscode,days_in_pipeline,days_since_last_action
LEAD-0135,Lead from HealthInc,Jane,Martinez,Sales Director,FinancePlus,jane.rodriguez@company.com,+1-555-2229,2,255712,1,profit,11/13/2025 10:09,12/03/2025 11:09,9,100,"['pricing_details_request_inbound_email','send_pricing_details_email','send_followup_email','query_inbound_email','send_query_response_email','demo_request_inbound_email','demo_and_configuration_call','send_invoice_email','send_billable_raised_email']","[{'type':'pricing_details_request_inbound_email','timestamp':datetime.datetime(2025,10,9,21,53,0)},{'type':'send_pricing_details_email','timestamp':datetime.datetime(2025,10,13,14,48,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,10,15,9,1,0)},{'type':'query_inbound_email','timestamp':datetime.datetime(2025,10,24,1,35,0)},{'type':'send_query_response_email','timestamp':datetime.datetime(2025,10,24,2,47,0)},{'type':'demo_request_inbound_email','timestamp':datetime.datetime(2025,10,25,1,6,0)},{'type':'demo_and_configuration_call','timestamp':datetime.datetime(2025,10,29,17,30,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,10,31,5,46,0)},{'type':'send_billable_raised_email','timestamp':datetime.datetime(2025,11,6,11,11,0)}]",11/6/2025 23:11,1,27,7
LEAD-0136,Lead from ConsultGroup,Lisa,Davis,Business Development Manager,ManuFact,jane.garcia@company.com,+1-555-6615,3,355200,1,nonprofit,10/22/2025 10:09,11/09/2025 13:09,4,1000,"['download_email_received','send_introduction_email','send_followup_email','send_second_followup_email','license_expired_issue_inbound_email','send_extended_trial_license_email','license_enquiry_inbound_email','configuration_call','send_pricing_details_email','trial_extension_request_inbound_email','send_invoice_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,7,21,20,11,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,7,22,10,7,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,7,23,11,40,0)},{'type':'send_second_followup_email','timestamp':datetime.datetime(2025,7,31,7,30,0)},{'type':'license_expired_issue_inbound_email','timestamp':datetime.datetime(2025,10,22,15,0,0)},{'type':'send_extended_trial_license_email','timestamp':datetime.datetime(2025,10,22,11,38,0)},{'type':'license_enquiry_inbound_email','timestamp':datetime.datetime(2025,10,22,15,23,0)},{'type':'configuration_call','timestamp':datetime.datetime(2025,10,24,9,0,0)},{'type':'send_pricing_details_email','timestamp':datetime.datetime(2025,10,24,10,51,0)},{'type':'trial_extension_request_inbound_email','timestamp':datetime.datetime(2025,10,30,14,58,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,26,14,16,0)}]",11/26/2025 14:16,1,49,31
LEAD-0137,Lead from GlobalTrade,Tom,Garcia,Business Development Manager,TechCorp,mike.davis@company.com,+1-555-8997,2,439357,1,profit,10/26/2025 10:09,11/18/2025 13:09,14,2500,"['send_introduction_email','license_pricing_enquiry_inbound_email','send_license_pricing_details_email','pricing_concern_inbound_email','send_followup_on_pricing_concern_email','signed_order_form_inbound_email','send_invoice_email']","[{'type':'send_introduction_email','timestamp':datetime.datetime(2025,11,5,4,33,0)},{'type':'license_pricing_enquiry_inbound_email','timestamp':datetime.datetime(2025,11,5,0,0,0)},{'type':'send_license_pricing_details_email','timestamp':datetime.datetime(2025,11,5,9,14,0)},{'type':'pricing_concern_inbound_email','timestamp':datetime.datetime(2025,11,5,21,45,0)},{'type':'send_followup_on_pricing_concern_email','timestamp':datetime.datetime(2025,11,6,15,4,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,22,0,26,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,24,12,35,0)}]",11/24/2025 12:35,1,45,22
LEAD-0138,Lead from InnovateLabs,Rachel,Smith,CEO,FinancePlus,alex.davis@company.com,+1-555-9123,3,233206,1,nonprofit,11/18/2025 10:09,12/09/2025 13:09,3,2500,"['pricing_request_inbound_email','send_pricing_and_introduction_call_email','query_inbound_email','send_proposed_call_for_query_email','available_timeslots_inbound_email','send_meeting_invite_email','introduction_meeting','send_other_product_details_email','send_order_form_email','signed_order_form_inbound_email','send_invoice_email']","[{'type':'pricing_request_inbound_email','timestamp':datetime.datetime(2025,10,16,18,14,0)},{'type':'send_pricing_and_introduction_call_email','timestamp':datetime.datetime(2025,10,20,17,26,0)},{'type':'query_inbound_email','timestamp':datetime.datetime(2025,10,21,16,32,0)},{'type':'send_proposed_call_for_query_email','timestamp':datetime.datetime(2025,10,22,12,32,0)},{'type':'available_timeslots_inbound_email','timestamp':datetime.datetime(2025,10,22,12,58,0)},{'type':'send_meeting_invite_email','timestamp':datetime.datetime(2025,10,22,15,12,0)},{'type':'introduction_meeting','timestamp':datetime.datetime(2025,10,27,13,30,0)},{'type':'send_other_product_details_email','timestamp':datetime.datetime(2025,10,27,17,24,0)},{'type':'send_order_form_email','timestamp':datetime.datetime(2025,12,4,14,24,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,12,5,17,1,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,12,8,18,14,0)}]",12/8/2025 18:14,1,22,1
LEAD-0139,Lead from ConsultGroup,Jane,Davis,CEO,HealthInc,tom.miller@company.com,+1-555-1587,9,326296,1,profit,10/31/2025 10:09,11/20/2025 18:09,18,10,"['download_email_received','send_introduction_email','query_inbound_email','send_query_response_email','discount_request_inbound_email','send_budget_request_email','send_actual_usage_and_price_request_email','send_crm_user_count_request_email','send_followup_email','user_count_inbound_email','send_discount_pricing_and_order_form_email','payment_link_request_inbound_email','send_signed_order_form_request_email','signed_order_form_inbound_email','send_invoice_and_payment_link_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,10,13,16,25,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,10,13,18,29,0)},{'type':'query_inbound_email','timestamp':datetime.datetime(2025,10,14,15,13,0)},{'type':'send_query_response_email','timestamp':datetime.datetime(2025,10,14,18,6,0)},{'type':'discount_request_inbound_email','timestamp':datetime.datetime(2025,10,14,18,8,0)},{'type':'send_budget_request_email','timestamp':datetime.datetime(2025,10,14,18,14,0)},{'type':'send_actual_usage_and_price_request_email','timestamp':datetime.datetime(2025,10,31,15,0,0)},{'type':'send_crm_user_count_request_email','timestamp':datetime.datetime(2025,10,31,16,42,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,11,20,17,54,0)},{'type':'user_count_inbound_email','timestamp':datetime.datetime(2025,11,20,17,55,0)},{'type':'send_discount_pricing_and_order_form_email','timestamp':datetime.datetime(2025,11,21,12,45,0)},{'type':'payment_link_request_inbound_email','timestamp':datetime.datetime(2025,11,21,14,9,0)},{'type':'send_signed_order_form_request_email','timestamp':datetime.datetime(2025,11,21,14,24,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,24,14,43,0)},{'type':'send_invoice_and_payment_link_email','timestamp':datetime.datetime(2025,11,24,18,21,0)}]",11/24/2025 18:21,1,40,20
LEAD-0140,Lead from RetailHub,John,Garcia,IT Director,ManuFact,alex.rodriguez@company.com,+1-555-7125,2,359697,2,nonprofit,11/15/2025 10:09,12/21/2025 21:09,2,50,"['pricing_request_inbound_email','send_pricing_and_introduction_call_email','query_inbound_email','send_proposed_call_for_query_email','available_timeslots_inbound_email','send_meeting_invite_email','introduction_meeting','send_other_product_details_email','send_order_form_email','signed_order_form_inbound_email','send_invoice_email']","[{'type':'pricing_request_inbound_email','timestamp':datetime.datetime(2025,10,16,18,14,0)},{'type':'send_pricing_and_introduction_call_email','timestamp':datetime.datetime(2025,10,20,17,26,0)},{'type':'query_inbound_email','timestamp':datetime.datetime(2025,10,21,16,32,0)},{'type':'send_proposed_call_for_query_email','timestamp':datetime.datetime(2025,10,22,12,32,0)},{'type':'available_timeslots_inbound_email','timestamp':datetime.datetime(2025,10,22,12,58,0)},{'type':'send_meeting_invite_email','timestamp':datetime.datetime(2025,10,22,15,12,0)},{'type':'introduction_meeting','timestamp':datetime.datetime(2025,10,27,13,30,0)},{'type':'send_other_product_details_email','timestamp':datetime.datetime(2025,10,27,17,24,0)},{'type':'send_order_form_email','timestamp':datetime.datetime(2025,12,4,14,24,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,12,5,17,1,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,12,8,18,14,0)}]",12/8/2025 18:14,1,25,-11
LEAD-0141,Lead from CloudServices,Emma,Martinez,VP Marketing,FinancePlus,emma.smith@company.com,+1-555-9689,1,273635,2,profit,10/20/2025 10:09,11/27/2025 12:09,18,1000,"['send_introduction_email','license_pricing_enquiry_inbound_email','send_license_pricing_details_email','pricing_concern_inbound_email','send_followup_on_pricing_concern_email','signed_order_form_inbound_email','send_invoice_email']","[{'type':'send_introduction_email','timestamp':datetime.datetime(2025,11,5,4,33,0)},{'type':'license_pricing_enquiry_inbound_email','timestamp':datetime.datetime(2025,11,5,0,0,0)},{'type':'send_license_pricing_details_email','timestamp':datetime.datetime(2025,11,5,9,14,0)},{'type':'pricing_concern_inbound_email','timestamp':datetime.datetime(2025,11,5,21,45,0)},{'type':'send_followup_on_pricing_concern_email','timestamp':datetime.datetime(2025,11,6,15,4,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,22,0,26,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,24,12,35,0)}]",11/24/2025 12:35,1,51,13
LEAD-0142,Lead from GlobalTrade,Alex,Jones,VP Marketing,ConsultGroup,alex.brown@company.com,+1-555-4291,4,453195,2,nonprofit,10/14/2025 10:09,11/24/2025 17:09,10,500,"['send_introduction_email','license_pricing_enquiry_inbound_email','send_license_pricing_details_email','pricing_concern_inbound_email','send_followup_on_pricing_concern_email','signed_order_form_inbound_email','send_invoice_email']","[{'type':'send_introduction_email','timestamp':datetime.datetime(2025,11,5,4,33,0)},{'type':'license_pricing_enquiry_inbound_email','timestamp':datetime.datetime(2025,11,5,0,0,0)},{'type':'send_license_pricing_details_email','timestamp':datetime.datetime(2025,11,5,9,14,0)},{'type':'pricing_concern_inbound_email','timestamp':datetime.datetime(2025,11,5,21,45,0)},{'type':'send_followup_on_pricing_concern_email','timestamp':datetime.datetime(2025,11,6,15,4,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,22,0,26,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,24,12,35,0)}]",11/24/2025 12:35,1,57,16
LEAD-0143,Lead from TechCorp,Sarah,Jones,VP Sales,ManuFact,david.williams@company.com,+1-555-2016,5,293225,2,profit,11/12/2025 10:09,12/18/2025 21:09,7,5000,"['send_introduction_email','send_followup_email','configuration_issue_inbound_email','send_configuration_steps_and_walkthrough_suggestion_email','demo_call','payment_info_and_user_access_query_inbound_email','send_detailed_guide_email','send_invoice_email']","[{'type':'send_introduction_email','timestamp':datetime.datetime(2025,10,30,16,16,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,10,31,0,22,0)},{'type':'configuration_issue_inbound_email','timestamp':datetime.datetime(2025,11,1,0,29,0)},{'type':'send_configuration_steps_and_walkthrough_suggestion_email','timestamp':datetime.datetime(2025,11,3,12,34,0)},{'type':'demo_call','timestamp':datetime.datetime(2025,11,6,19,30,0)},{'type':'payment_info_and_user_access_query_inbound_email','timestamp':datetime.datetime(2025,11,7,16,13,0)},{'type':'send_detailed_guide_email','timestamp':datetime.datetime(2025,11,11,0,57,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,13,11,13,0)}]",11/13/2025 11:13,1,28,-8
LEAD-0144,Lead from ManuFact,Sarah,Martinez,Sales Director,RetailHub,lisa.martinez@company.com,+1-555-9955,10,388052,1,nonprofit,11/18/2025 10:09,12/11/2025 11:09,7,100,"['send_introduction_email','send_followup_email','configuration_issue_inbound_email','send_configuration_steps_and_walkthrough_suggestion_email','demo_call','payment_info_and_user_access_query_inbound_email','send_detailed_guide_email','send_invoice_email']","[{'type':'send_introduction_email','timestamp':datetime.datetime(2025,10,30,16,16,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,10,31,0,22,0)},{'type':'configuration_issue_inbound_email','timestamp':datetime.datetime(2025,11,1,0,29,0)},{'type':'send_configuration_steps_and_walkthrough_suggestion_email','timestamp':datetime.datetime(2025,11,3,12,34,0)},{'type':'demo_call','timestamp':datetime.datetime(2025,11,6,19,30,0)},{'type':'payment_info_and_user_access_query_inbound_email','timestamp':datetime.datetime(2025,11,7,16,13,0)},{'type':'send_detailed_guide_email','timestamp':datetime.datetime(2025,11,11,0,57,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,13,11,13,0)}]",11/13/2025 11:13,1,22,-1
LEAD-0145,Lead from GlobalTrade,David,Smith,IT Director,CloudServices,mike.smith@company.com,+1-555-3518,6,435308,1,profit,11/02/2025 10:09,11/18/2025 13:09,2,10000,"['pricing_request_inbound_email','send_pricing_and_introduction_call_email','query_inbound_email','send_proposed_call_for_query_email','available_timeslots_inbound_email','send_meeting_invite_email','introduction_meeting','send_other_product_details_email','send_order_form_email','signed_order_form_inbound_email','send_invoice_email']","[{'type':'pricing_request_inbound_email','timestamp':datetime.datetime(2025,10,16,18,14,0)},{'type':'send_pricing_and_introduction_call_email','timestamp':datetime.datetime(2025,10,20,17,26,0)},{'type':'query_inbound_email','timestamp':datetime.datetime(2025,10,21,16,32,0)},{'type':'send_proposed_call_for_query_email','timestamp':datetime.datetime(2025,10,22,12,32,0)},{'type':'available_timeslots_inbound_email','timestamp':datetime.datetime(2025,10,22,12,58,0)},{'type':'send_meeting_invite_email','timestamp':datetime.datetime(2025,10,22,15,12,0)},{'type':'introduction_meeting','timestamp':datetime.datetime(2025,10,27,13,30,0)},{'type':'send_other_product_details_email','timestamp':datetime.datetime(2025,10,27,17,24,0)},{'type':'send_order_form_email','timestamp':datetime.datetime(2025,12,4,14,24,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,12,5,17,1,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,12,8,18,14,0)}]",12/8/2025 18:14,1,38,22
LEAD-0146,Lead from ConsultGroup,Lisa,Garcia,Operations Manager,RetailHub,rachel.rodriguez@company.com,+1-555-8780,9,457189,2,nonprofit,11/01/2025 10:09,12/10/2025 21:09,1,25,"['send_introduction_email','send_followup_email','configuration_issue_inbound_email','send_configuration_steps_and_walkthrough_suggestion_email','demo_call','payment_info_and_user_access_query_inbound_email','send_detailed_guide_email','send_invoice_email']","[{'type':'send_introduction_email','timestamp':datetime.datetime(2025,10,30,16,16,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,10,31,0,22,0)},{'type':'configuration_issue_inbound_email','timestamp':datetime.datetime(2025,11,1,0,29,0)},{'type':'send_configuration_steps_and_walkthrough_suggestion_email','timestamp':datetime.datetime(2025,11,3,12,34,0)},{'type':'demo_call','timestamp':datetime.datetime(2025,11,6,19,30,0)},{'type':'payment_info_and_user_access_query_inbound_email','timestamp':datetime.datetime(2025,11,7,16,13,0)},{'type':'send_detailed_guide_email','timestamp':datetime.datetime(2025,11,11,0,57,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,13,11,13,0)}]",11/13/2025 11:13,1,39,0
LEAD-0147,Lead from CloudServices,John,Jones,Marketing Manager,ConsultGroup,alex.johnson@company.com,+1-555-2572,3,433657,1,profit,10/29/2025 10:09,11/22/2025 18:09,18,5000,"['download_email_received','send_introduction_email','send_followup_email','send_second_followup_email','license_expired_issue_inbound_email','send_extended_trial_license_email','license_enquiry_inbound_email','configuration_call','send_pricing_details_email','trial_extension_request_inbound_email','send_invoice_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,7,21,20,11,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,7,22,10,7,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,7,23,11,40,0)},{'type':'send_second_followup_email','timestamp':datetime.datetime(2025,7,31,7,30,0)},{'type':'license_expired_issue_inbound_email','timestamp':datetime.datetime(2025,10,22,15,0,0)},{'type':'send_extended_trial_license_email','timestamp':datetime.datetime(2025,10,22,11,38,0)},{'type':'license_enquiry_inbound_email','timestamp':datetime.datetime(2025,10,22,15,23,0)},{'type':'configuration_call','timestamp':datetime.datetime(2025,10,24,9,0,0)},{'type':'send_pricing_details_email','timestamp':datetime.datetime(2025,10,24,10,51,0)},{'type':'trial_extension_request_inbound_email','timestamp':datetime.datetime(2025,10,30,14,58,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,26,14,16,0)}]",11/26/2025 14:16,1,42,18
